Level,Unit_name,Unit_Description,Content_Type,Content_Name,Unit_Sub_Unit_name,Unit_Sub_Unit_url
Fifth Grade,Unit 12: Coordinate plane,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!",Video,Graph points review (positive numbers only),Intro to the coordinate plane,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-geometry-3/imp-intro-to-the-coordinate-plane/v/introduction-to-the-coordinate-plane
Fifth Grade,Unit 12: Coordinate plane,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!",Lesson,Graph points,Intro to the coordinate plane,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-geometry-3/imp-intro-to-the-coordinate-plane/v/introduction-to-the-coordinate-plane
Fifth Grade,Unit 12: Coordinate plane,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!",Lesson,Identify coordinates,Intro to the coordinate plane,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-geometry-3/imp-intro-to-the-coordinate-plane/v/introduction-to-the-coordinate-plane
Fifth Grade,Unit 12: Coordinate plane,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!",Lesson,Identify points,Intro to the coordinate plane,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-geometry-3/imp-intro-to-the-coordinate-plane/v/introduction-to-the-coordinate-plane
Fifth Grade,Unit 12: Coordinate plane,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!",Video,Coordinate plane: FAQ,Coordinate plane word problems,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-geometry-3/imp-coordinate-plane-word-problems/a/coordinate-plane-faq-2
Fifth Grade,Unit 12: Coordinate plane,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!",Video,Coordinate plane graphing word problem,Coordinate plane word problems,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-geometry-3/imp-coordinate-plane-word-problems/a/coordinate-plane-faq-2
Fifth Grade,Unit 12: Coordinate plane,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!",Video,Interpreting plotted points,Coordinate plane word problems,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-geometry-3/imp-coordinate-plane-word-problems/a/coordinate-plane-faq-2
Fifth Grade,Unit 12: Coordinate plane,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!",Video,Coordinate plane word problems practice (quadrant 1),Coordinate plane word problems,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-geometry-3/imp-coordinate-plane-word-problems/a/coordinate-plane-faq-2
Fifth Grade,Unit 12: Coordinate plane,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!",Lesson,Distance between points in first quadrant,Coordinate plane word problems,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-geometry-3/imp-coordinate-plane-word-problems/a/coordinate-plane-faq-2
Fifth Grade,Unit 12: Coordinate plane,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!",Lesson,Coordinate plane word problems (quadrant 1),Coordinate plane word problems,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-geometry-3/imp-coordinate-plane-word-problems/a/coordinate-plane-faq-2
Fifth Grade,Unit 13: Algebraic thinking,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions.",Video,Constructing numerical expressions,Writing expressions,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-algebraic-thinking/imp-writing-expressions/v/constructing-numerical-expressions-example
Fifth Grade,Unit 13: Algebraic thinking,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions.",Video,Evaluating expressions with & without parentheses,Writing expressions,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-algebraic-thinking/imp-writing-expressions/v/constructing-numerical-expressions-example
Fifth Grade,Unit 13: Algebraic thinking,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions.",Video,Translating expressions with parentheses,Writing expressions,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-algebraic-thinking/imp-writing-expressions/v/constructing-numerical-expressions-example
Fifth Grade,Unit 13: Algebraic thinking,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions.",Lesson,Evaluate expressions with parentheses,Writing expressions,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-algebraic-thinking/imp-writing-expressions/v/constructing-numerical-expressions-example
Fifth Grade,Unit 13: Algebraic thinking,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions.",Lesson,Translate expressions with parentheses,Writing expressions,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-algebraic-thinking/imp-writing-expressions/v/constructing-numerical-expressions-example
Fifth Grade,Unit 13: Algebraic thinking,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions.",Lesson,Create expressions with parentheses,Writing expressions,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-algebraic-thinking/imp-writing-expressions/v/constructing-numerical-expressions-example
Fifth Grade,Unit 13: Algebraic thinking,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions.",Video,Graphing patterns on coordinate plane,Number patterns,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-algebraic-thinking/imp-number-patterns/v/relationships-between-patterns
Fifth Grade,Unit 13: Algebraic thinking,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions.",Video,Interpreting patterns on coordinate plane,Number patterns,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-algebraic-thinking/imp-number-patterns/v/relationships-between-patterns
Fifth Grade,Unit 13: Algebraic thinking,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions.",Video,Interpreting relationships in ordered pairs,Number patterns,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-algebraic-thinking/imp-number-patterns/v/relationships-between-patterns
Fifth Grade,Unit 13: Algebraic thinking,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions.",Video,Graphing sequence relationships,Number patterns,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-algebraic-thinking/imp-number-patterns/v/relationships-between-patterns
Fifth Grade,Unit 13: Algebraic thinking,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions.",Video,Algebraic thinking: FAQ,Number patterns,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-algebraic-thinking/imp-number-patterns/v/relationships-between-patterns
Fifth Grade,Unit 13: Algebraic thinking,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions.",Lesson,Rules that relate 2 variables,Number patterns,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-algebraic-thinking/imp-number-patterns/v/relationships-between-patterns
Fifth Grade,Unit 13: Algebraic thinking,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions.",Lesson,Tables from rules that relate 2 variables,Number patterns,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-algebraic-thinking/imp-number-patterns/v/relationships-between-patterns
Fifth Grade,Unit 13: Algebraic thinking,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions.",Lesson,Graphs of rules that relate 2 variables,Number patterns,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-algebraic-thinking/imp-number-patterns/v/relationships-between-patterns
Fifth Grade,Unit 13: Algebraic thinking,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions.",Lesson,Extend patterns,Number patterns,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-algebraic-thinking/imp-number-patterns/v/relationships-between-patterns
Fifth Grade,Unit 13: Algebraic thinking,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions.",Lesson,Relationships between 2 patterns,Number patterns,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-algebraic-thinking/imp-number-patterns/v/relationships-between-patterns
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Video,Converting units: minutes to hours,Converting units of time,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/converting-units-of-time/v/minutes-to-hours
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Video,"Converting units of time review (seconds, minutes, & hours)",Converting units of time,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/converting-units-of-time/v/minutes-to-hours
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Lesson,Convert units of time,Converting units of time,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/converting-units-of-time/v/minutes-to-hours
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Video,Converting units: metric distance,Converting metric units,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/imp-unit-conversion/v/ordering-metric-distances
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Video,Converting units: centimeters to meters,Converting metric units,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/imp-unit-conversion/v/ordering-metric-distances
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Video,Metric units of mass review (g and kg),Converting metric units,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/imp-unit-conversion/v/ordering-metric-distances
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Video,"Metric units of length review (mm, cm, m, & km)",Converting metric units,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/imp-unit-conversion/v/ordering-metric-distances
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Video,Metric units of volume review (L and mL),Converting metric units,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/imp-unit-conversion/v/ordering-metric-distances
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Video,U.S. customary and metric units,Converting metric units,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/imp-unit-conversion/v/ordering-metric-distances
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Lesson,Convert units (metrics),Converting metric units,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/imp-unit-conversion/v/ordering-metric-distances
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Video,Measurement word problem: tea party,Converting metric units word problems,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/converting-metric-units-word-problems/v/unit-word-problem-example
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Video,Time word problem: Susan's break,Converting metric units word problems,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/converting-metric-units-word-problems/v/unit-word-problem-example
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Lesson,Convert units word problems (metrics),Converting metric units word problems,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/converting-metric-units-word-problems/v/unit-word-problem-example
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Lesson,Convert units multi-step word problems (metric),Converting metric units word problems,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/converting-metric-units-word-problems/v/unit-word-problem-example
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Video,Converting units: US volume,Converting US Customary units,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/imp-unit-measurement-word-problems/v/converting-gallons-to-quarts-pints-and-cups
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Video,Same length in different units,Converting US Customary units,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/imp-unit-measurement-word-problems/v/converting-gallons-to-quarts-pints-and-cups
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Video,"US Customary units of length review (in, ft, yd, & mi)",Converting US Customary units,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/imp-unit-measurement-word-problems/v/converting-gallons-to-quarts-pints-and-cups
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Video,US Customary units of weight review (oz & lb),Converting US Customary units,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/imp-unit-measurement-word-problems/v/converting-gallons-to-quarts-pints-and-cups
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Video,"US Customary units of volume review (c, pt, qt, & gal)",Converting US Customary units,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/imp-unit-measurement-word-problems/v/converting-gallons-to-quarts-pints-and-cups
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Lesson,Convert units (US customary),Converting US Customary units,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/imp-unit-measurement-word-problems/v/converting-gallons-to-quarts-pints-and-cups
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Video,Measurement word problem: running laps,Converting US Customary units word problems,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/converting-us-customary-units-word-problems/v/converting-units-of-length
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Video,Measurement word problem: elevator,Converting US Customary units word problems,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/converting-us-customary-units-word-problems/v/converting-units-of-length
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Video,Measurement word problem: blood drive,Converting US Customary units word problems,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/converting-us-customary-units-word-problems/v/converting-units-of-length
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Video,Measurement word problem: distance home,Converting US Customary units word problems,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/converting-us-customary-units-word-problems/v/converting-units-of-length
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Video,Converting units of measurement: FAQ,Converting US Customary units word problems,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/converting-us-customary-units-word-problems/v/converting-units-of-length
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Lesson,Convert units word problems (US customary),Converting US Customary units word problems,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/converting-us-customary-units-word-problems/v/converting-units-of-length
Fifth Grade,Unit 14: Converting units of measure,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way.",Lesson,Convert units multi-step word problems (US customary),Converting US Customary units word problems,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-measurement-and-data-3/converting-us-customary-units-word-problems/v/converting-units-of-length
Fifth Grade,Unit 15: Line plots,"Line plots aren't just for whole numbers! In this unit, you'll learn how to use them to graph fractions, and then put your skills to the test by interpreting the data, and solving some puzzling problems.",Video,Making line plots with fractional data,Graph data on line plots,https://www.khanacademy.org/math/cc-fifth-grade-math/line-plots/graph-data-on-line-plots/v/making-line-plots-with-fractional-data
Fifth Grade,Unit 15: Line plots,"Line plots aren't just for whole numbers! In this unit, you'll learn how to use them to graph fractions, and then put your skills to the test by interpreting the data, and solving some puzzling problems.",Lesson,Graph data on line plots (through 1/8 of a unit),Graph data on line plots,https://www.khanacademy.org/math/cc-fifth-grade-math/line-plots/graph-data-on-line-plots/v/making-line-plots-with-fractional-data
Fifth Grade,Unit 15: Line plots,"Line plots aren't just for whole numbers! In this unit, you'll learn how to use them to graph fractions, and then put your skills to the test by interpreting the data, and solving some puzzling problems.",Video,Interpreting line plots with fractions,Interpret data on line plots,https://www.khanacademy.org/math/cc-fifth-grade-math/line-plots/imp-data/v/interpreting-line-plots
Fifth Grade,Unit 15: Line plots,"Line plots aren't just for whole numbers! In this unit, you'll learn how to use them to graph fractions, and then put your skills to the test by interpreting the data, and solving some puzzling problems.",Video,Reading a line plot with fractions,Interpret data on line plots,https://www.khanacademy.org/math/cc-fifth-grade-math/line-plots/imp-data/v/interpreting-line-plots
Fifth Grade,Unit 15: Line plots,"Line plots aren't just for whole numbers! In this unit, you'll learn how to use them to graph fractions, and then put your skills to the test by interpreting the data, and solving some puzzling problems.",Video,Line plot distribution: trail mix,Interpret data on line plots,https://www.khanacademy.org/math/cc-fifth-grade-math/line-plots/imp-data/v/interpreting-line-plots
Fifth Grade,Unit 15: Line plots,"Line plots aren't just for whole numbers! In this unit, you'll learn how to use them to graph fractions, and then put your skills to the test by interpreting the data, and solving some puzzling problems.",Lesson,Interpret line plots,Interpret data on line plots,https://www.khanacademy.org/math/cc-fifth-grade-math/line-plots/imp-data/v/interpreting-line-plots
Fifth Grade,Unit 15: Line plots,"Line plots aren't just for whole numbers! In this unit, you'll learn how to use them to graph fractions, and then put your skills to the test by interpreting the data, and solving some puzzling problems.",Lesson,Interpret line plots with fraction addition and subtraction,Interpret data on line plots,https://www.khanacademy.org/math/cc-fifth-grade-math/line-plots/imp-data/v/interpreting-line-plots
Fifth Grade,Unit 15: Line plots,"Line plots aren't just for whole numbers! In this unit, you'll learn how to use them to graph fractions, and then put your skills to the test by interpreting the data, and solving some puzzling problems.",Lesson,Interpret dot plots with fraction operations,Interpret data on line plots,https://www.khanacademy.org/math/cc-fifth-grade-math/line-plots/imp-data/v/interpreting-line-plots
Fifth Grade,Unit 16: Properties of shapes,"Different shapes have different properties, and in this unit, you'll get to know them all. From triangles to quadrilaterals to polygons, you'll learn how to tell them apart and understand what makes each one unique.",Video,Classifying triangles,Triangles,https://www.khanacademy.org/math/cc-fifth-grade-math/properties-of-shapes/5th-triangles/v/scalene-isosceles-equilateral-acute-right-obtuse
Fifth Grade,Unit 16: Properties of shapes,"Different shapes have different properties, and in this unit, you'll get to know them all. From triangles to quadrilaterals to polygons, you'll learn how to tell them apart and understand what makes each one unique.",Video,Classifying triangles by angles,Triangles,https://www.khanacademy.org/math/cc-fifth-grade-math/properties-of-shapes/5th-triangles/v/scalene-isosceles-equilateral-acute-right-obtuse
Fifth Grade,Unit 16: Properties of shapes,"Different shapes have different properties, and in this unit, you'll get to know them all. From triangles to quadrilaterals to polygons, you'll learn how to tell them apart and understand what makes each one unique.",Lesson,Classify triangles by both sides and angles,Triangles,https://www.khanacademy.org/math/cc-fifth-grade-math/properties-of-shapes/5th-triangles/v/scalene-isosceles-equilateral-acute-right-obtuse
Fifth Grade,Unit 16: Properties of shapes,"Different shapes have different properties, and in this unit, you'll get to know them all. From triangles to quadrilaterals to polygons, you'll learn how to tell them apart and understand what makes each one unique.",Video,Intro to quadrilateral,Quadrilaterals,https://www.khanacademy.org/math/cc-fifth-grade-math/properties-of-shapes/imp-quadrilaterals-2/v/quadrilateral-overview
Fifth Grade,Unit 16: Properties of shapes,"Different shapes have different properties, and in this unit, you'll get to know them all. From triangles to quadrilaterals to polygons, you'll learn how to tell them apart and understand what makes each one unique.",Video,Quadrilateral properties,Quadrilaterals,https://www.khanacademy.org/math/cc-fifth-grade-math/properties-of-shapes/imp-quadrilaterals-2/v/quadrilateral-overview
Fifth Grade,Unit 16: Properties of shapes,"Different shapes have different properties, and in this unit, you'll get to know them all. From triangles to quadrilaterals to polygons, you'll learn how to tell them apart and understand what makes each one unique.",Video,Kites as a geometric shape,Quadrilaterals,https://www.khanacademy.org/math/cc-fifth-grade-math/properties-of-shapes/imp-quadrilaterals-2/v/quadrilateral-overview
Fifth Grade,Unit 16: Properties of shapes,"Different shapes have different properties, and in this unit, you'll get to know them all. From triangles to quadrilaterals to polygons, you'll learn how to tell them apart and understand what makes each one unique.",Video,Quadrilateral types,Quadrilaterals,https://www.khanacademy.org/math/cc-fifth-grade-math/properties-of-shapes/imp-quadrilaterals-2/v/quadrilateral-overview
Fifth Grade,Unit 16: Properties of shapes,"Different shapes have different properties, and in this unit, you'll get to know them all. From triangles to quadrilaterals to polygons, you'll learn how to tell them apart and understand what makes each one unique.",Video,Classifying quadrilaterals,Quadrilaterals,https://www.khanacademy.org/math/cc-fifth-grade-math/properties-of-shapes/imp-quadrilaterals-2/v/quadrilateral-overview
Fifth Grade,Unit 16: Properties of shapes,"Different shapes have different properties, and in this unit, you'll get to know them all. From triangles to quadrilaterals to polygons, you'll learn how to tell them apart and understand what makes each one unique.",Video,Quadrilaterals review,Quadrilaterals,https://www.khanacademy.org/math/cc-fifth-grade-math/properties-of-shapes/imp-quadrilaterals-2/v/quadrilateral-overview
Fifth Grade,Unit 16: Properties of shapes,"Different shapes have different properties, and in this unit, you'll get to know them all. From triangles to quadrilaterals to polygons, you'll learn how to tell them apart and understand what makes each one unique.",Lesson,Identify quadrilaterals,Quadrilaterals,https://www.khanacademy.org/math/cc-fifth-grade-math/properties-of-shapes/imp-quadrilaterals-2/v/quadrilateral-overview
Fifth Grade,Unit 16: Properties of shapes,"Different shapes have different properties, and in this unit, you'll get to know them all. From triangles to quadrilaterals to polygons, you'll learn how to tell them apart and understand what makes each one unique.",Lesson,Quadrilateral types,Quadrilaterals,https://www.khanacademy.org/math/cc-fifth-grade-math/properties-of-shapes/imp-quadrilaterals-2/v/quadrilateral-overview
Fifth Grade,Unit 16: Properties of shapes,"Different shapes have different properties, and in this unit, you'll get to know them all. From triangles to quadrilaterals to polygons, you'll learn how to tell them apart and understand what makes each one unique.",Video,Polygons review,Properties of shapes,https://www.khanacademy.org/math/cc-fifth-grade-math/properties-of-shapes/properties-shapes/e/classifying-shapes
Fifth Grade,Unit 16: Properties of shapes,"Different shapes have different properties, and in this unit, you'll get to know them all. From triangles to quadrilaterals to polygons, you'll learn how to tell them apart and understand what makes each one unique.",Video,Properties of shapes: FAQ,Properties of shapes,https://www.khanacademy.org/math/cc-fifth-grade-math/properties-of-shapes/properties-shapes/e/classifying-shapes
Fifth Grade,Unit 16: Properties of shapes,"Different shapes have different properties, and in this unit, you'll get to know them all. From triangles to quadrilaterals to polygons, you'll learn how to tell them apart and understand what makes each one unique.",Lesson,Classifying shapes,Properties of shapes,https://www.khanacademy.org/math/cc-fifth-grade-math/properties-of-shapes/properties-shapes/e/classifying-shapes
