Level,Unit_Name,Content_Type,Content_Name,Unit_Sub_Unit_Name,Unit_Description
Fifth Grade,Unit 8: Multiply decimals,Video,Estimating decimal multiplication,Multiplying decimals strategies,"When it comes to multiplying decimals, there's more than one way to get the job done. Explore different strategies in this unit and find the one that works best for you. From estimation, to area models, to grids, one of these is bound to help you master decimals multiplication."
Fifth Grade,Unit 8: Multiply decimals,Video,Developing strategies for multiplying decimals,Multiplying decimals strategies,"When it comes to multiplying decimals, there's more than one way to get the job done. Explore different strategies in this unit and find the one that works best for you. From estimation, to area models, to grids, one of these is bound to help you master decimals multiplication."
Fifth Grade,Unit 8: Multiply decimals,Video,Decimal multiplication with grids,Multiplying decimals strategies,"When it comes to multiplying decimals, there's more than one way to get the job done. Explore different strategies in this unit and find the one that works best for you. From estimation, to area models, to grids, one of these is bound to help you master decimals multiplication."
Fifth Grade,Unit 8: Multiply decimals,Video,Understanding decimal multiplication,Multiplying decimals strategies,"When it comes to multiplying decimals, there's more than one way to get the job done. Explore different strategies in this unit and find the one that works best for you. From estimation, to area models, to grids, one of these is bound to help you master decimals multiplication."
Fifth Grade,Unit 8: Multiply decimals,Video,Multiplying decimals using estimation,Multiplying decimals strategies,"When it comes to multiplying decimals, there's more than one way to get the job done. Explore different strategies in this unit and find the one that works best for you. From estimation, to area models, to grids, one of these is bound to help you master decimals multiplication."
Fifth Grade,Unit 8: Multiply decimals,Lesson,Estimating with multiplying decimals,Multiplying decimals strategies,"When it comes to multiplying decimals, there's more than one way to get the job done. Explore different strategies in this unit and find the one that works best for you. From estimation, to area models, to grids, one of these is bound to help you master decimals multiplication."
Fifth Grade,Unit 8: Multiply decimals,Lesson,Represent decimal multiplication with grids and area models,Multiplying decimals strategies,"When it comes to multiplying decimals, there's more than one way to get the job done. Explore different strategies in this unit and find the one that works best for you. From estimation, to area models, to grids, one of these is bound to help you master decimals multiplication."
Fifth Grade,Unit 8: Multiply decimals,Lesson,Understand multiplying decimals,Multiplying decimals strategies,"When it comes to multiplying decimals, there's more than one way to get the job done. Explore different strategies in this unit and find the one that works best for you. From estimation, to area models, to grids, one of these is bound to help you master decimals multiplication."
Fifth Grade,Unit 8: Multiply decimals,Video,Developing strategies for multiplying decimals,Multiplying decimals,"When it comes to multiplying decimals, there's more than one way to get the job done. Explore different strategies in this unit and find the one that works best for you. From estimation, to area models, to grids, one of these is bound to help you master decimals multiplication."
Fifth Grade,Unit 8: Multiply decimals,Video,Developing strategies for multiplying 2-digit decimals,Multiplying decimals,"When it comes to multiplying decimals, there's more than one way to get the job done. Explore different strategies in this unit and find the one that works best for you. From estimation, to area models, to grids, one of these is bound to help you master decimals multiplication."
Fifth Grade,Unit 8: Multiply decimals,Video,Multiplying decimals (no standard algorithm),Multiplying decimals,"When it comes to multiplying decimals, there's more than one way to get the job done. Explore different strategies in this unit and find the one that works best for you. From estimation, to area models, to grids, one of these is bound to help you master decimals multiplication."
Fifth Grade,Unit 8: Multiply decimals,Video,Multiply decimals: FAQ,Multiplying decimals,"When it comes to multiplying decimals, there's more than one way to get the job done. Explore different strategies in this unit and find the one that works best for you. From estimation, to area models, to grids, one of these is bound to help you master decimals multiplication."
Fifth Grade,Unit 8: Multiply decimals,Lesson,Multiply decimals tenths,Multiplying decimals,"When it comes to multiplying decimals, there's more than one way to get the job done. Explore different strategies in this unit and find the one that works best for you. From estimation, to area models, to grids, one of these is bound to help you master decimals multiplication."
Fifth Grade,Unit 8: Multiply decimals,Lesson,Multiply decimals (1&2-digit factors),Multiplying decimals,"When it comes to multiplying decimals, there's more than one way to get the job done. Explore different strategies in this unit and find the one that works best for you. From estimation, to area models, to grids, one of these is bound to help you master decimals multiplication."
Fifth Grade,Unit 8: Multiply decimals,Lesson,Multiply decimals (up to 4-digit factors),Multiplying decimals,"When it comes to multiplying decimals, there's more than one way to get the job done. Explore different strategies in this unit and find the one that works best for you. From estimation, to area models, to grids, one of these is bound to help you master decimals multiplication."
Fifth Grade,Unit 9: Divide decimals,Video,Estimating decimal division,Estimate to divide decimals,"You've mastered adding, subtracting, and multiplying decimals, but now it's time to conquer dividing them too! This unit will take your skills to the next level as you learn how to tackle dividing whole numbers by decimals and decimals by whole numbers. With helpful visuals like fraction models and number lines!"
Fifth Grade,Unit 9: Divide decimals,Lesson,Estimating with dividing decimals,Estimate to divide decimals,"You've mastered adding, subtracting, and multiplying decimals, but now it's time to conquer dividing them too! This unit will take your skills to the next level as you learn how to tackle dividing whole numbers by decimals and decimals by whole numbers. With helpful visuals like fraction models and number lines!"
Fifth Grade,Unit 9: Divide decimals,Video,Divide whole numbers with decimal quotients: 5÷2,Divide whole numbers to get a decimal quotient,"You've mastered adding, subtracting, and multiplying decimals, but now it's time to conquer dividing them too! This unit will take your skills to the next level as you learn how to tackle dividing whole numbers by decimals and decimals by whole numbers. With helpful visuals like fraction models and number lines!"
Fifth Grade,Unit 9: Divide decimals,Video,Divide whole numbers with decimal quotients: 78÷12,Divide whole numbers to get a decimal quotient,"You've mastered adding, subtracting, and multiplying decimals, but now it's time to conquer dividing them too! This unit will take your skills to the next level as you learn how to tackle dividing whole numbers by decimals and decimals by whole numbers. With helpful visuals like fraction models and number lines!"
Fifth Grade,Unit 9: Divide decimals,Lesson,Divide whole numbers to get a decimal (1-digit divisors),Divide whole numbers to get a decimal quotient,"You've mastered adding, subtracting, and multiplying decimals, but now it's time to conquer dividing them too! This unit will take your skills to the next level as you learn how to tackle dividing whole numbers by decimals and decimals by whole numbers. With helpful visuals like fraction models and number lines!"
Fifth Grade,Unit 9: Divide decimals,Lesson,Divide whole numbers to get a decimal (2-digit divisors),Divide whole numbers to get a decimal quotient,"You've mastered adding, subtracting, and multiplying decimals, but now it's time to conquer dividing them too! This unit will take your skills to the next level as you learn how to tackle dividing whole numbers by decimals and decimals by whole numbers. With helpful visuals like fraction models and number lines!"
Fifth Grade,Unit 9: Divide decimals,Video,Dividing a decimal by a whole number with fraction models,Divide decimals by whole numbers,"You've mastered adding, subtracting, and multiplying decimals, but now it's time to conquer dividing them too! This unit will take your skills to the next level as you learn how to tackle dividing whole numbers by decimals and decimals by whole numbers. With helpful visuals like fraction models and number lines!"
Fifth Grade,Unit 9: Divide decimals,Video,Dividing a decimal by a whole number on the number line,Divide decimals by whole numbers,"You've mastered adding, subtracting, and multiplying decimals, but now it's time to conquer dividing them too! This unit will take your skills to the next level as you learn how to tackle dividing whole numbers by decimals and decimals by whole numbers. With helpful visuals like fraction models and number lines!"
Fifth Grade,Unit 9: Divide decimals,Video,Dividing a decimal by a whole number example,Divide decimals by whole numbers,"You've mastered adding, subtracting, and multiplying decimals, but now it's time to conquer dividing them too! This unit will take your skills to the next level as you learn how to tackle dividing whole numbers by decimals and decimals by whole numbers. With helpful visuals like fraction models and number lines!"
Fifth Grade,Unit 9: Divide decimals,Lesson,Divide decimals by whole numbers visually,Divide decimals by whole numbers,"You've mastered adding, subtracting, and multiplying decimals, but now it's time to conquer dividing them too! This unit will take your skills to the next level as you learn how to tackle dividing whole numbers by decimals and decimals by whole numbers. With helpful visuals like fraction models and number lines!"
Fifth Grade,Unit 9: Divide decimals,Lesson,Divide decimals by whole numbers,Divide decimals by whole numbers,"You've mastered adding, subtracting, and multiplying decimals, but now it's time to conquer dividing them too! This unit will take your skills to the next level as you learn how to tackle dividing whole numbers by decimals and decimals by whole numbers. With helpful visuals like fraction models and number lines!"
Fifth Grade,Unit 9: Divide decimals,Video,Visually dividing a whole number by a decimal,Divide whole numbers by decimals,"You've mastered adding, subtracting, and multiplying decimals, but now it's time to conquer dividing them too! This unit will take your skills to the next level as you learn how to tackle dividing whole numbers by decimals and decimals by whole numbers. With helpful visuals like fraction models and number lines!"
Fifth Grade,Unit 9: Divide decimals,Video,Dividing a whole number by a decimal on a number line,Divide whole numbers by decimals,"You've mastered adding, subtracting, and multiplying decimals, but now it's time to conquer dividing them too! This unit will take your skills to the next level as you learn how to tackle dividing whole numbers by decimals and decimals by whole numbers. With helpful visuals like fraction models and number lines!"
Fifth Grade,Unit 9: Divide decimals,Video,Division strategies for decimal quotients,Divide whole numbers by decimals,"You've mastered adding, subtracting, and multiplying decimals, but now it's time to conquer dividing them too! This unit will take your skills to the next level as you learn how to tackle dividing whole numbers by decimals and decimals by whole numbers. With helpful visuals like fraction models and number lines!"
Fifth Grade,Unit 9: Divide decimals,Video,Pattern when dividing by tenths and hundredths,Divide whole numbers by decimals,"You've mastered adding, subtracting, and multiplying decimals, but now it's time to conquer dividing them too! This unit will take your skills to the next level as you learn how to tackle dividing whole numbers by decimals and decimals by whole numbers. With helpful visuals like fraction models and number lines!"
Fifth Grade,Unit 9: Divide decimals,Video,Dividing whole numbers by decimals examples,Divide whole numbers by decimals,"You've mastered adding, subtracting, and multiplying decimals, but now it's time to conquer dividing them too! This unit will take your skills to the next level as you learn how to tackle dividing whole numbers by decimals and decimals by whole numbers. With helpful visuals like fraction models and number lines!"
Fifth Grade,Unit 9: Divide decimals,Video,Divide decimals: FAQ,Divide whole numbers by decimals,"You've mastered adding, subtracting, and multiplying decimals, but now it's time to conquer dividing them too! This unit will take your skills to the next level as you learn how to tackle dividing whole numbers by decimals and decimals by whole numbers. With helpful visuals like fraction models and number lines!"
Fifth Grade,Unit 9: Divide decimals,Lesson,Divide whole numbers by decimals visually,Divide whole numbers by decimals,"You've mastered adding, subtracting, and multiplying decimals, but now it's time to conquer dividing them too! This unit will take your skills to the next level as you learn how to tackle dividing whole numbers by decimals and decimals by whole numbers. With helpful visuals like fraction models and number lines!"
Fifth Grade,Unit 9: Divide decimals,Lesson,Divide whole numbers by 0.1 or 0.01,Divide whole numbers by decimals,"You've mastered adding, subtracting, and multiplying decimals, but now it's time to conquer dividing them too! This unit will take your skills to the next level as you learn how to tackle dividing whole numbers by decimals and decimals by whole numbers. With helpful visuals like fraction models and number lines!"
Fifth Grade,Unit 9: Divide decimals,Lesson,Divide whole numbers by decimals,Divide whole numbers by decimals,"You've mastered adding, subtracting, and multiplying decimals, but now it's time to conquer dividing them too! This unit will take your skills to the next level as you learn how to tackle dividing whole numbers by decimals and decimals by whole numbers. With helpful visuals like fraction models and number lines!"
Fifth Grade,Unit 10: Powers of ten,Video,"Multiplying and dividing by 10, 100, 1000","Multiplying and dividing whole numbers by 10, 100, and 1000","Math is all about patterns, and there's no better place to see that than with powers of ten. In this unit, you'll learn the patterns in multiplying and dividing by 10, 100, and 1000. Get ready to zoom through zeros!"
Fifth Grade,Unit 10: Powers of ten,Lesson,"Multiply and divide whole numbers by 10, 100, and 1000","Multiplying and dividing whole numbers by 10, 100, and 1000","Math is all about patterns, and there's no better place to see that than with powers of ten. In this unit, you'll learn the patterns in multiplying and dividing by 10, 100, and 1000. Get ready to zoom through zeros!"
Fifth Grade,Unit 10: Powers of ten,Video,Multiplying and dividing decimals by 10,"Multiplying and dividing decimals by 10, 100, and 1000","Math is all about patterns, and there's no better place to see that than with powers of ten. In this unit, you'll learn the patterns in multiplying and dividing by 10, 100, and 1000. Get ready to zoom through zeros!"
Fifth Grade,Unit 10: Powers of ten,Video,"Multiplying and dividing decimals by 10, 100, 1000","Multiplying and dividing decimals by 10, 100, and 1000","Math is all about patterns, and there's no better place to see that than with powers of ten. In this unit, you'll learn the patterns in multiplying and dividing by 10, 100, and 1000. Get ready to zoom through zeros!"
Fifth Grade,Unit 10: Powers of ten,Video,"Multiplying decimals by 10, 100, and 1000","Multiplying and dividing decimals by 10, 100, and 1000","Math is all about patterns, and there's no better place to see that than with powers of ten. In this unit, you'll learn the patterns in multiplying and dividing by 10, 100, and 1000. Get ready to zoom through zeros!"
Fifth Grade,Unit 10: Powers of ten,Video,"Dividing decimals by 10, 100, and 1000","Multiplying and dividing decimals by 10, 100, and 1000","Math is all about patterns, and there's no better place to see that than with powers of ten. In this unit, you'll learn the patterns in multiplying and dividing by 10, 100, and 1000. Get ready to zoom through zeros!"
Fifth Grade,Unit 10: Powers of ten,Lesson,Multiply and divide decimals by 10,"Multiplying and dividing decimals by 10, 100, and 1000","Math is all about patterns, and there's no better place to see that than with powers of ten. In this unit, you'll learn the patterns in multiplying and dividing by 10, 100, and 1000. Get ready to zoom through zeros!"
Fifth Grade,Unit 10: Powers of ten,Lesson,"Multiply and divide decimals by 10, 100, and 1000","Multiplying and dividing decimals by 10, 100, and 1000","Math is all about patterns, and there's no better place to see that than with powers of ten. In this unit, you'll learn the patterns in multiplying and dividing by 10, 100, and 1000. Get ready to zoom through zeros!"
Fifth Grade,Unit 10: Powers of ten,Video,Introduction to powers of 10,Powers of 10,"Math is all about patterns, and there's no better place to see that than with powers of ten. In this unit, you'll learn the patterns in multiplying and dividing by 10, 100, and 1000. Get ready to zoom through zeros!"
Fifth Grade,Unit 10: Powers of ten,Video,Using exponents with powers of 10,Powers of 10,"Math is all about patterns, and there's no better place to see that than with powers of ten. In this unit, you'll learn the patterns in multiplying and dividing by 10, 100, and 1000. Get ready to zoom through zeros!"
Fifth Grade,Unit 10: Powers of ten,Video,Powers of 10 review,Powers of 10,"Math is all about patterns, and there's no better place to see that than with powers of ten. In this unit, you'll learn the patterns in multiplying and dividing by 10, 100, and 1000. Get ready to zoom through zeros!"
Fifth Grade,Unit 10: Powers of ten,Lesson,Powers of ten,Powers of 10,"Math is all about patterns, and there's no better place to see that than with powers of ten. In this unit, you'll learn the patterns in multiplying and dividing by 10, 100, and 1000. Get ready to zoom through zeros!"
Fifth Grade,Unit 10: Powers of ten,Video,Multiplying and dividing by powers of 10,Multiplying and dividing with powers of 10,"Math is all about patterns, and there's no better place to see that than with powers of ten. In this unit, you'll learn the patterns in multiplying and dividing by 10, 100, and 1000. Get ready to zoom through zeros!"
Fifth Grade,Unit 10: Powers of ten,Video,Exponents and powers of 10 patterns,Multiplying and dividing with powers of 10,"Math is all about patterns, and there's no better place to see that than with powers of ten. In this unit, you'll learn the patterns in multiplying and dividing by 10, 100, and 1000. Get ready to zoom through zeros!"
Fifth Grade,Unit 10: Powers of ten,Video,Fractions as division by power of 10,Multiplying and dividing with powers of 10,"Math is all about patterns, and there's no better place to see that than with powers of ten. In this unit, you'll learn the patterns in multiplying and dividing by 10, 100, and 1000. Get ready to zoom through zeros!"
Fifth Grade,Unit 10: Powers of ten,Lesson,Multiply and divide by powers of 10,Multiplying and dividing with powers of 10,"Math is all about patterns, and there's no better place to see that than with powers of ten. In this unit, you'll learn the patterns in multiplying and dividing by 10, 100, and 1000. Get ready to zoom through zeros!"
Fifth Grade,Unit 10: Powers of ten,Video,Comparing decimal place values,Comparing decimal place values,"Math is all about patterns, and there's no better place to see that than with powers of ten. In this unit, you'll learn the patterns in multiplying and dividing by 10, 100, and 1000. Get ready to zoom through zeros!"
Fifth Grade,Unit 10: Powers of ten,Video,Powers of ten: FAQ,Comparing decimal place values,"Math is all about patterns, and there's no better place to see that than with powers of ten. In this unit, you'll learn the patterns in multiplying and dividing by 10, 100, and 1000. Get ready to zoom through zeros!"
Fifth Grade,Unit 10: Powers of ten,Lesson,Compare decimal place value,Comparing decimal place values,"Math is all about patterns, and there's no better place to see that than with powers of ten. In this unit, you'll learn the patterns in multiplying and dividing by 10, 100, and 1000. Get ready to zoom through zeros!"
Fifth Grade,Unit 11: Volume,Video,Volume intro,Volume with unit cubes,"Looking to become a volume virtuoso? This unit has you covered! We'll explore how to measure volume with unit cubes, work with rectangular prisms, and break down trickier shapes to find volume. Get ready to dive into some seriously voluminous learning!"
Fifth Grade,Unit 11: Volume,Video,Measuring volume with unit cubes,Volume with unit cubes,"Looking to become a volume virtuoso? This unit has you covered! We'll explore how to measure volume with unit cubes, work with rectangular prisms, and break down trickier shapes to find volume. Get ready to dive into some seriously voluminous learning!"
Fifth Grade,Unit 11: Volume,Video,Volume formula intuition,Volume with unit cubes,"Looking to become a volume virtuoso? This unit has you covered! We'll explore how to measure volume with unit cubes, work with rectangular prisms, and break down trickier shapes to find volume. Get ready to dive into some seriously voluminous learning!"
Fifth Grade,Unit 11: Volume,Lesson,Volume with unit cubes,Volume with unit cubes,"Looking to become a volume virtuoso? This unit has you covered! We'll explore how to measure volume with unit cubes, work with rectangular prisms, and break down trickier shapes to find volume. Get ready to dive into some seriously voluminous learning!"
Fifth Grade,Unit 11: Volume,Lesson,Volume of rectangular prisms with unit cubes,Volume with unit cubes,"Looking to become a volume virtuoso? This unit has you covered! We'll explore how to measure volume with unit cubes, work with rectangular prisms, and break down trickier shapes to find volume. Get ready to dive into some seriously voluminous learning!"
Fifth Grade,Unit 11: Volume,Lesson,Compare volumes with unit cubes,Volume with unit cubes,"Looking to become a volume virtuoso? This unit has you covered! We'll explore how to measure volume with unit cubes, work with rectangular prisms, and break down trickier shapes to find volume. Get ready to dive into some seriously voluminous learning!"
Fifth Grade,Unit 11: Volume,Video,Measuring volume as area times length,Volume of rectangular prisms,"Looking to become a volume virtuoso? This unit has you covered! We'll explore how to measure volume with unit cubes, work with rectangular prisms, and break down trickier shapes to find volume. Get ready to dive into some seriously voluminous learning!"
Fifth Grade,Unit 11: Volume,Video,Volume of a rectangular prism,Volume of rectangular prisms,"Looking to become a volume virtuoso? This unit has you covered! We'll explore how to measure volume with unit cubes, work with rectangular prisms, and break down trickier shapes to find volume. Get ready to dive into some seriously voluminous learning!"
Fifth Grade,Unit 11: Volume,Lesson,Volume as area of base times height,Volume of rectangular prisms,"Looking to become a volume virtuoso? This unit has you covered! We'll explore how to measure volume with unit cubes, work with rectangular prisms, and break down trickier shapes to find volume. Get ready to dive into some seriously voluminous learning!"
Fifth Grade,Unit 11: Volume,Lesson,Volume of rectangular prisms,Volume of rectangular prisms,"Looking to become a volume virtuoso? This unit has you covered! We'll explore how to measure volume with unit cubes, work with rectangular prisms, and break down trickier shapes to find volume. Get ready to dive into some seriously voluminous learning!"
Fifth Grade,Unit 11: Volume,Video,Volume in unit cubes by decomposing shape,Decompose figures to find volume,"Looking to become a volume virtuoso? This unit has you covered! We'll explore how to measure volume with unit cubes, work with rectangular prisms, and break down trickier shapes to find volume. Get ready to dive into some seriously voluminous learning!"
Fifth Grade,Unit 11: Volume,Video,Volume through decomposition,Decompose figures to find volume,"Looking to become a volume virtuoso? This unit has you covered! We'll explore how to measure volume with unit cubes, work with rectangular prisms, and break down trickier shapes to find volume. Get ready to dive into some seriously voluminous learning!"
Fifth Grade,Unit 11: Volume,Video,Decompose figures to find volume practice,Decompose figures to find volume,"Looking to become a volume virtuoso? This unit has you covered! We'll explore how to measure volume with unit cubes, work with rectangular prisms, and break down trickier shapes to find volume. Get ready to dive into some seriously voluminous learning!"
Fifth Grade,Unit 11: Volume,Lesson,Decompose figures to find volume (unit cubes),Decompose figures to find volume,"Looking to become a volume virtuoso? This unit has you covered! We'll explore how to measure volume with unit cubes, work with rectangular prisms, and break down trickier shapes to find volume. Get ready to dive into some seriously voluminous learning!"
Fifth Grade,Unit 11: Volume,Lesson,Understanding decomposing figures to find volume,Decompose figures to find volume,"Looking to become a volume virtuoso? This unit has you covered! We'll explore how to measure volume with unit cubes, work with rectangular prisms, and break down trickier shapes to find volume. Get ready to dive into some seriously voluminous learning!"
Fifth Grade,Unit 11: Volume,Lesson,Decompose figures to find volume,Decompose figures to find volume,"Looking to become a volume virtuoso? This unit has you covered! We'll explore how to measure volume with unit cubes, work with rectangular prisms, and break down trickier shapes to find volume. Get ready to dive into some seriously voluminous learning!"
Fifth Grade,Unit 11: Volume,Video,Volume word problem: water tank,Volume word problems,"Looking to become a volume virtuoso? This unit has you covered! We'll explore how to measure volume with unit cubes, work with rectangular prisms, and break down trickier shapes to find volume. Get ready to dive into some seriously voluminous learning!"
Fifth Grade,Unit 11: Volume,Video,Volume of rectangular prisms review,Volume word problems,"Looking to become a volume virtuoso? This unit has you covered! We'll explore how to measure volume with unit cubes, work with rectangular prisms, and break down trickier shapes to find volume. Get ready to dive into some seriously voluminous learning!"
Fifth Grade,Unit 11: Volume,Video,Volume: FAQ,Volume word problems,"Looking to become a volume virtuoso? This unit has you covered! We'll explore how to measure volume with unit cubes, work with rectangular prisms, and break down trickier shapes to find volume. Get ready to dive into some seriously voluminous learning!"
Fifth Grade,Unit 11: Volume,Lesson,Volume word problems,Volume word problems,"Looking to become a volume virtuoso? This unit has you covered! We'll explore how to measure volume with unit cubes, work with rectangular prisms, and break down trickier shapes to find volume. Get ready to dive into some seriously voluminous learning!"
Fifth Grade,Unit 12: Coordinate plane,Video,Introduction to the coordinate plane,Intro to the coordinate plane,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!"
Fifth Grade,Unit 12: Coordinate plane,Video,Coordinate plane: graphing points,Intro to the coordinate plane,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!"
Fifth Grade,Unit 12: Coordinate plane,Video,Graph points review (positive numbers only),Intro to the coordinate plane,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!"
Fifth Grade,Unit 12: Coordinate plane,Lesson,Graph points,Intro to the coordinate plane,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!"
Fifth Grade,Unit 12: Coordinate plane,Lesson,Identify coordinates,Intro to the coordinate plane,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!"
Fifth Grade,Unit 12: Coordinate plane,Lesson,Identify points,Intro to the coordinate plane,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!"
Fifth Grade,Unit 12: Coordinate plane,Video,Coordinate plane: FAQ,Coordinate plane word problems,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!"
Fifth Grade,Unit 12: Coordinate plane,Video,Coordinate plane graphing word problem,Coordinate plane word problems,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!"
Fifth Grade,Unit 12: Coordinate plane,Video,Interpreting plotted points,Coordinate plane word problems,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!"
Fifth Grade,Unit 12: Coordinate plane,Video,Coordinate plane word problems practice (quadrant 1),Coordinate plane word problems,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!"
Fifth Grade,Unit 12: Coordinate plane,Lesson,Distance between points in first quadrant,Coordinate plane word problems,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!"
Fifth Grade,Unit 12: Coordinate plane,Lesson,Coordinate plane word problems (quadrant 1),Coordinate plane word problems,"Get ready to map out some math! In this unit, you'll learn all about the coordinate plane, plotting and identifying points, locating coordinates and finding out the distance between them. Buckle up and get ready for a geometric adventure!"
Fifth Grade,Unit 13: Algebraic thinking,Video,Constructing numerical expressions,Writing expressions,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions."
Fifth Grade,Unit 13: Algebraic thinking,Video,Evaluating expressions with & without parentheses,Writing expressions,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions."
Fifth Grade,Unit 13: Algebraic thinking,Video,Translating expressions with parentheses,Writing expressions,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions."
Fifth Grade,Unit 13: Algebraic thinking,Lesson,Evaluate expressions with parentheses,Writing expressions,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions."
Fifth Grade,Unit 13: Algebraic thinking,Lesson,Translate expressions with parentheses,Writing expressions,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions."
Fifth Grade,Unit 13: Algebraic thinking,Lesson,Create expressions with parentheses,Writing expressions,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions."
Fifth Grade,Unit 13: Algebraic thinking,Video,Graphing patterns on coordinate plane,Number patterns,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions."
Fifth Grade,Unit 13: Algebraic thinking,Video,Interpreting patterns on coordinate plane,Number patterns,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions."
Fifth Grade,Unit 13: Algebraic thinking,Video,Interpreting relationships in ordered pairs,Number patterns,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions."
Fifth Grade,Unit 13: Algebraic thinking,Video,Graphing sequence relationships,Number patterns,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions."
Fifth Grade,Unit 13: Algebraic thinking,Video,Algebraic thinking: FAQ,Number patterns,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions."
Fifth Grade,Unit 13: Algebraic thinking,Lesson,Rules that relate 2 variables,Number patterns,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions."
Fifth Grade,Unit 13: Algebraic thinking,Lesson,Tables from rules that relate 2 variables,Number patterns,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions."
Fifth Grade,Unit 13: Algebraic thinking,Lesson,Graphs of rules that relate 2 variables,Number patterns,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions."
Fifth Grade,Unit 13: Algebraic thinking,Lesson,Extend patterns,Number patterns,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions."
Fifth Grade,Unit 13: Algebraic thinking,Lesson,Relationships between 2 patterns,Number patterns,"Math is all about problem solving, and this unit will challenge you to use your algebraic thinking skills in new ways. You'll learn how parentheses can change the whole meaning of an algebraic expression by practice evaluating, translating, and creating your own expressions."
Fifth Grade,Unit 14: Converting units of measure,Video,Converting units: minutes to hours,Converting units of time,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way."
